0.048037195,1,1.979553521
0.050573217,1,2.245645862
0.059216588,1,2.77802051
0.071516769,1,3.1510152
0.082957363,1,3.46190743
0.099745448,1,3.790814598
0.128225829,1,3.960769228
0.172853167,1,3.989738768
0.21490649,1,3.82353593
0.278449512,1,3.543227935
0.349158934,1,3.21897489
0.426089682,1,2.948244256
0.510148837,1,2.704488537
0.629047425,1,2.427124987
0.7121995,1,2.209916764
0.80249423,1,1.993088469
0.907060019,1,1.803615019
1.000892832,1,1.649031658
0.047443557,1.5,1.421011306
0.05177949,1.5,1.660603643
0.06143442,1.5,1.971400891
0.069317934,1.5,2.25550817
0.085227435,1.5,2.55777286
0.097632096,1.5,2.735737647
0.112710504,1.5,2.922709903
0.136731476,1.5,3.083562082
0.170644833,1.5,3.111961729
0.194789282,1.5,3.042324022
0.230564289,1.5,2.928978721
0.266348793,1.5,2.797903429
0.321780344,1.5,2.659007944
0.37543573,1.5,2.502287485
0.438912265,1.5,2.346089429
0.48896783,1.5,2.24236898
0.540823305,1.5,2.112148527
0.593562114,1.5,1.999705556
0.650774579,1.5,1.869770048
0.697244569,1.5,1.792454622
0.74907155,1.5,1.715424143
0.808050682,1.5,1.6210436
0.88042704,1.5,1.518510427
0.93671343,1.5,1.450582399
0.99835681,1.5,1.382939316
0.047652518,2,1.030951499
0.058205028,2,1.332931242
0.082962112,2,1.786375768
0.120285326,2,2.11637523
0.176486232,2,2.208017122
0.226494306,2,2.19294663
0.261338488,2,2.150473802
0.307803729,2,2.082023372
0.361425871,2,1.987357883
0.405226865,2,1.892169993
0.447232697,2,1.814617111
0.488345697,2,1.737016739
0.527668285,2,1.66818638
0.561629133,2,1.607936071
0.604523047,2,1.539295676
0.661716516,2,1.444820151
0.699234444,2,1.411354793
0.751949508,2,1.3432368
0.80376699,2,1.283936311
0.858258218,2,1.233643292
0.94312947,2,1.140639989
0.999401613,2,1.099306947
0.050406998,2.5,0.889254042
0.076156644,2.5,1.156581151
0.111760683,2.5,1.362375692
0.15098354,2.5,1.479710241
0.201822706,2.5,1.579932183
0.24111205,2.5,1.573156793
0.288441629,2.5,1.557943828
0.35543725,2.5,1.499450687
0.402781076,2.5,1.457642734
0.45368673,2.5,1.433754737
0.511758783,2.5,1.36592169
0.547500546,2.5,1.314631359
0.585023223,2.5,1.272301005
0.629688554,2.5,1.230350579
0.6832917,2.5,1.171145072
0.729742694,2.5,1.129289629
0.776184189,2.5,1.105164177
0.830670669,2.5,1.063736152
0.884269065,2.5,1.013395642
0.940541208,2.5,0.9720626
1.001277509,2.5,0.930967013
0.048740062,3,0.66753417
0.062051803,3,0.818951461
0.085189442,3,0.962026158
0.136888197,3,1.12435056
0.194884264,3,1.198357443
0.240418681,3,1.200779486
0.301154982,3,1.1596839
0.337775329,3,1.135036046
0.400297294,3,1.094035441
0.458364598,3,1.03506739
0.511055916,3,1.011274375
0.566435227,3,0.969893842
0.622697871,3,0.946290791
0.69771948,3,0.905955061
0.758436785,3,0.900319456
0.833458393,3,0.859983726
0.91830115,3,0.820170398
0.97633996,3,0.81439232
0.998675,3,0.78898461
0.050568468,3.5,0.587844191
0.079020355,3.5,0.810988795
0.126264449,3.5,0.955345751
0.186060428,3.5,1.002852629
0.246796729,3.5,0.961757042
0.28610032,3.5,0.928386666
0.331644235,3.5,0.913078718
0.39952319,3.5,0.87236306
0.469173561,3.5,0.85833737
0.52721712,3.5,0.843694297
0.590627167,3.5,0.811606179
0.641532821,3.5,0.787718182
0.689755231,3.5,0.772552707
0.736201476,3.5,0.739562259
0.773700407,3.5,0.741556883
0.813882583,3.5,0.734828985
0.900501505,3.5,0.71284063
0.956754652,3.5,0.70696757
1.000512903,3.5,0.69156464
0.050615959,4,0.499194235
0.065722861,4,0.632976517
0.09957448,4,0.776621107
0.162913291,4,0.877507923
0.219180684,4,0.845039877
0.263841266,4,0.811954447
0.320118158,4,0.761756409
0.403170502,4,0.730713094
0.464780639,4,0.725124981
0.514783963,4,0.718919484
0.5496044,4,0.720771635
0.611209787,4,0.724048517
0.66567727,4,0.718080475
0.709440271,4,0.69381255
0.754979436,4,0.687369597
0.804978012,4,0.690029096
0.84158886,4,0.683111234
0.886249442,4,0.650025803
0.933574271,4,0.643677833
0.996086738,4,0.62040722
