0.5,0,1
0.6,0,1
0.7,0,1
0.800956031,0.000877503,1
0.821839891,0.001,1
0.850371999,0.034724057,1
0.873952839,0.133067098,1
0.89859313,0.341724831,1
0.9296965,0.910973715,1
0.95137871,1.720345092,1
0.964689538,2.907544289,1
0.97491657,5.051535407,1
0.978266842,6.451090387,1
0.5,0,1.2
0.6,0,1.2
0.7,0,1.2
0.800406965,0.00050143,1.2
0.832782536,0.077471,1.2
0.861844369,0.206965406,1.2
0.897427304,0.532707142,1.2
0.936650624,1.436284759,1.2
0.951715026,2.323315171,1.2
0.963272281,3.810683154,1.2
0.970870027,5.624106267,1.2
0.975250738,7.21614785,1.2
0.5,0,1.4
0.6,0,1.4
0.7,0,1.4
0.801505097,0.001253576,1.4
0.831655392,0.158890764,1.4
0.862316071,0.426466572,1.4
0.884760097,0.633620014,1.4
0.906606704,0.977350567,1.4
0.926748089,1.484296721,1.4
0.947765187,2.621979665,1.4
0.95615376,3.751012934,1.4
0.963809528,5.400092227,1.4
0.967592821,7.128710921,1.4
0.969276552,8.581918956,1.4
0.972597813,10.06364585,1.4
0.5,0,1.6
0.6,0,1.6
0.7,0,1.6
0.800956031,0.000877503,1.6
0.836548637,0.299228603,1.6
0.867748712,0.59457112,1.6
0.90651967,1.223866297,1.6
0.936919247,2.230989295,1.6
0.952261944,3.885333608,1.6
0.957779469,5.36856479,1.6
0.961178093,6.631166587,1.6
0.964528364,8.030721567,1.6
0.967310229,9.484681748,1.6
0.969177699,10.41746769,1.6
