geometry,config,leflap_deg,flap_deg,aileron_deg,elevator_deg,rudder_deg,Alpha,Beta,CL,CLtot_raw,CL_from_CX_CZ,CXtot,CZtot,CDi,CDtot_AVL,CDvis_AVL,Cm,Xnp,CLa,Cma,e,Xref_ft,Cref_ft,X_LEMAC_ft,Mach,altitude_ft,target_CL,q_cruise_psf,file
full_aircraft,cruise_elevator0_clean,0.0,0.0,0.0,0.0,0.0,4.26293,0.0,0.33,0.33,0.3300013362634975,0.0123,-0.33,0.0122627,0.01226,0.0,-0.08214,,,,1.0228,26.52,13.81721,22.868,0.9,33500.0,0.33,303.09495624956014,full_cruise_elevator0.ft
